Date Month-Year,Aux_GenAI_LLM_Volume,Aux_Pure_Material_Spintronics,Aux_Application_Demand_BCI_TinyML,Aux_Pure_Algorithmic_Plasticity
Mar-2022,65.6585471564638,166.77316247754396,387.3308828065448,70.79021778153505
Apr-2022,69.44881110192796,169.36206805535335,383.86225761341007,70.34196630600044
May-2022,75.63107243080715,176.50484171427473,389.5632497873206,72.75170065189928
Jun-2022,79.22248617818228,181.06324117301847,387.50287774809374,74.66542755017026
Jul-2022,86.07030882725624,186.96453586242745,404.05848535782764,76.75447320761074
Aug-2022,89.21194303487769,188.976410365647,401.6573624994316,77.97952483515496
Sep-2022,102.51517496103945,192.90756921123167,416.24320467688653,85.32248080324166
Oct-2022,112.81778019536424,197.1874607880332,422.54559854305825,90.76469155845486
Nov-2022,122.43376930234926,199.23561399139396,431.1268410517516,96.82738740697764
Dec-2022,131.8394841125888,198.75423959459076,427.98742248854063,106.14726592250858
Jan-2023,131.90783775955262,193.20591784557607,411.1421973318799,105.07221126803626
Feb-2023,135.01119928662902,197.8283099145513,409.79865074424765,104.56321785365044
Mar-2023,143.66400067526519,197.031896578338,409.13348580049365,103.97385942363022
Apr-2023,157.21824191153243,201.15448664417926,418.0321676351052,105.9439596481394
May-2023,171.8526941859423,199.5817279705528,419.16033793355354,105.29817065723486
Jun-2023,190.18664734919236,195.45461060487796,427.85248444348593,102.73099715227609
Jul-2023,231.86347224913354,207.59111276367304,445.6183666135554,109.08592105476768
Aug-2023,267.31534521409793,210.88214245131516,455.0152932343468,117.12363414591476
Sep-2023,321.33572397828397,209.58642632116675,463.63222132837217,123.57510324502884
Oct-2023,427.04735038648573,223.50855327760985,473.57481218642755,137.38992336933094
Nov-2023,504.48686714613757,224.20829647285643,474.37164771494884,141.2354630138162
Dec-2023,606.4726948869015,220.99389941912125,480.881366736319,148.1517394335766
Jan-2024,648.2304859558511,221.68106408237716,473.70248652082586,144.95335342268945
Feb-2024,701.2678881987887,222.62589099765992,469.72744459646543,142.1757389444372
Mar-2024,796.4561924534567,227.6037174014612,477.9953579726117,142.27237113512143
Apr-2024,918.4965424335887,225.97168681685315,488.3565728516911,148.21389268403482
May-2024,1069.522926567036,232.8834255543688,503.7545347858288,155.55698422437618
Jun-2024,1289.4562137557978,235.06632190704556,513.7376098308362,161.47462692619587
Jul-2024,1473.3870479505672,238.9496021863137,532.787625174726,165.59101281930967
Aug-2024,1714.2770577668484,237.28556239392879,543.0168864807324,174.78393986672592
Sep-2024,2025.5525254461645,236.28221533290377,554.3028839265236,182.561895412066
Oct-2024,2251.049395848626,235.1535586713232,554.9142239492052,190.63081749463078
Nov-2024,2394.1755912938684,233.59469650247422,560.8461454906344,193.32023101904642
Dec-2024,2509.6456553687094,225.65982662046062,551.167951968108,191.8142985706396
Jan-2025,2515.0157999286916,218.02524719423917,533.1142187584721,185.50267339566065
Feb-2025,2533.2886140341025,213.7136207667551,518.9435744946304,177.45215727026638
Mar-2025,2663.98837444829,215.71888456668432,518.5711231672802,177.59764961200625
Apr-2025,2799.8583913320927,224.00924429528695,535.6044945093195,181.55663972733203
May-2025,3093.3642387008736,233.01038316512359,546.8424388269684,188.92859803657856
Jun-2025,3305.4122165587587,236.6112004846741,571.1197399363132,192.54478855416886
Jul-2025,3721.14715229968,244.25971206257609,596.4269161359972,204.56846424891677
Aug-2025,3944.7056514205156,241.61817824143634,612.9948363929929,207.81840308921156
Sep-2025,4136.034187600857,240.66843423758186,625.5860678964291,212.44697998369264
Oct-2025,4336.689186411148,242.16029594936117,632.286454891593,215.50375958905175
Nov-2025,4682.964901612186,246.89976557097532,636.7110740894088,219.6447860420939
Dec-2025,4926.733747260877,240.64729291900855,639.7790098856549,225.99881412898998
